iter	RMSE
679	13437.73704
680	13420.88862
681	13416.24655
682	13415.53856
683	13414.17263
684	13413.12115
685	13401.33682
686	13395.91297
687	13378.95953
688	13364.00701
689	13350.59347
690	13344.83855
691	13339.75798
692	13333.70415
693	13325.96907
694	13317.79798
695	13307.69695
696	13294.81962
697	13293.39626
698	13280.07065
699	13271.05856
700	13264.75857
701	13252.93082
702	13252.37209
703	13247.63807
704	13225.26328
705	13219.77305
706	13213.90566
707	13204.97708
708	13191.00027
709	13190.39231
710	13189.48635
711	13188.2513
712	13186.72964
713	13178.63357
714	13172.40092
715	13162.75024
716	13148.8334
717	13144.41478
718	13133.2675
719	13132.92986
720	13105.77282
721	13094.25449
722	13092.84279
723	13072.67268
724	13060.23047
725	13059.08608
726	13052.8942
727	13033.77736
728	13017.05796
729	13011.94255
730	13011.40125
731	12998.55934
732	12972.44663
733	12962.28833
734	12961.52365
735	12956.74995
736	12946.35176
737	12941.08442
738	12936.0707
739	12922.46231
740	12907.67915
741	12900.07056
742	12884.20049
743	12876.54508
744	12872.92651
745	12859.01987
746	12852.32503
747	12851.04025
748	12840.43443
749	12838.19879
750	12837.7078
751	12836.17368
752	12835.30356
753	12834.24711
754	12816.24411
755	12800.28882
756	12791.91081
757	12776.54988
758	12776.25613
759	12775.82745
760	12766.09824
761	12761.47162
762	12738.46989
763	12733.6942
764	12718.89882
765	12717.95768
766	12707.92219
767	12702.64782
768	12695.20403
769	12684.48109
770	12669.80572
771	12663.32742
772	12652.25924
773	12640.73607
774	12639.73742
775	12637.67889
776	12636.29566
777	12611.06769
778	12609.41902
779	12590.73066
780	12590.38434
781	12583.00811
782	12568.87674
783	12568.60043
784	12567.36287
785	12566.84869
786	12560.58411
787	12542.81857
788	12520.09212
789	12515.56198
790	12507.33669
791	12505.99235
792	12505.83869
793	12502.33375
794	12484.48214
795	12477.79132
796	12471.32298
797	12466.26941
798	12447.01355
799	12445.05929
800	12428.438
801	12427.27349
802	12423.35338
803	12422.02742
804	12409.83289
805	12409.18827
806	12396.55798
807	12391.85175
808	12389.8909
809	12375.64811
810	12374.47084
811	12373.39462
812	12367.72268
813	12355.83305
814	12351.56569
815	12349.59476
816	12348.17851
817	12335.48444
818	12321.60952
819	12315.39736
820	12302.48406
821	12289.49982
822	12286.69968
823	12276.85466
824	12275.54703
825	12267.99349
826	12259.7884
827	12241.09234
828	12225.14346
829	12207.85089
830	12205.09586
831	12204.06337
832	12188.0779
833	12180.63643
834	12178.50369
835	12166.20779
836	12157.03386
837	12149.74645
838	12149.40388
839	12139.16674
840	12123.73503
841	12106.48654
842	12091.35146
843	12081.20421
844	12071.16453
845	12065.44021
846	12063.83481
847	12048.06327
848	12047.25036
849	12038.60757
850	12031.70476
851	12029.74456
852	12028.40403
853	12025.36461
854	12002.18218
855	12000.8904
856	11996.21615
857	11988.82637
858	11974.41748
859	11967.79512
860	11964.45638
861	11962.76577
862	11953.79194
863	11952.70767
864	11946.97904
865	11938.50547
866	11936.42706
867	11920.77188
868	11913.81305
869	11908.85354
870	11898.43517
871	11893.59628
872	11882.87203
873	11882.25559
874	11881.5363
875	11859.32659
876	11859.08758
877	11851.97126
878	11849.40854
879	11838.31914
880	11827.68833
881	11819.20935
882	11808.26076
883	11801.1794
884	11796.42452
885	11783.89061
886	11771.7931
887	11756.67449
888	11745.46844
889	11743.64917
890	11728.54209
891	11719.10459
892	11701.0545
893	11698.16836
894	11692.58283
895	11684.58418
896	11683.17095
897	11681.36416
898	11670.0558
899	11669.04246
900	11665.23528
901	11655.90489
902	11650.32797
903	11643.93098
904	11628.37658
905	11626.40194
906	11625.6166
907	11614.37919
908	11613.65437
909	11595.1812
910	11590.63135
911	11589.42908
912	11582.51871
913	11579.69944
914	11576.44255
915	11565.29669
916	11545.73153
