iter	RMSE
0	192800.2913
1	187794.3202
2	183143.7769
3	178486.1643
4	174185.8515
5	169730.4243
6	165494.5223
7	161414.3211
8	157247.0439
9	153448.6643
10	149815.0054
11	146110.0078
12	142538.5132
13	139017.5198
14	135668.1944
15	132268.9879
16	129112.8184
17	125919.0511
18	123033.4507
19	119989.2753
20	117172.4656
21	114466.3376
22	111805.7893
23	109318.9698
24	106694.1545
25	104139.7792
26	101753.0946
27	99459.57577
28	97208.77298
29	95020.54392
30	92917.96571
31	90929.77726
32	88827.48066
33	86813.50103
34	85069.36746
35	83242.94277
36	81487.24293
37	79732.31132
38	78014.63524
39	76385.24955
40	74862.93844
41	73380.74385
42	71907.79418
43	70464.92055
44	69150.09581
45	67880.52036
46	66583.13943
47	65284.41324
48	64046.46992
49	62921.2122
50	61791.99618
51	60714.83266
52	59641.06868
53	58630.72565
54	57574.60271
55	56606.48919
56	55667.88141
57	54848.08187
58	53945.91736
59	53088.41226
60	52224.49326
61	51415.42142
62	50674.5284
63	49932.40802
64	49183.55275
65	48535.52603
66	47828.2451
67	47149.4486
68	46479.79567
69	45811.47387
70	45165.14634
71	44536.56501
72	43994.93945
73	43425.60976
74	42874.2571
75	42345.35198
76	41861.95189
77	41380.36818
78	40921.1193
79	40433.36324
80	39940.84833
81	39516.93528
82	39113.31847
83	38684.56881
84	38282.44652
85	37948.69662
86	37553.70468
87	37132.74824
88	36757.78703
89	36361.14964
90	36049.9977
91	35703.16136
92	35382.82162
93	35091.61756
94	34721.121
95	34446.23641
96	34115.04772
97	33792.38231
98	33487.64286
99	33213.07361
100	32928.83083
101	32645.32638
102	32390.10177
103	32120.48476
104	31880.05775
105	31657.40842
106	31458.95386
107	31260.56261
108	31018.82445
109	30811.87317
110	30629.3364
111	30402.276
112	30198.4554
113	29991.72415
114	29817.90194
115	29597.77929
116	29446.02479
117	29270.50903
118	29103.81132
119	28923.10141
120	28750.56606
121	28567.25553
122	28409.89046
123	28272.55504
124	28104.70108
125	27963.51287
126	27829.90677
127	27732.61289
128	27566.36666
129	27414.56129
130	27266.07164
131	27183.95264
132	27072.19833
133	26920.11953
134	26791.67313
135	26684.74488
136	26549.80429
137	26427.81883
138	26353.59519
139	26196.53557
140	26063.8223
141	25951.28388
142	25861.01041
143	25775.05217
144	25658.79916
145	25584.21411
146	25508.1645
147	25415.74699
148	25336.75505
149	25237.96346
150	25132.77164
151	25063.79865
152	24987.73333
153	24916.89783
154	24845.22501
155	24741.34145
156	24662.59602
157	24593.51568
158	24503.54556
159	24420.74356
160	24358.40793
161	24300.93995
162	24166.02701
163	24113.97422
164	24053.58416
165	23979.3359
166	23907.11228
167	23859.28425
168	23801.6335
169	23726.06245
170	23681.34003
171	23635.11424
172	23558.98961
173	23509.97247
174	23459.92552
175	23383.64923
176	23316.71077
177	23253.93984
178	23191.49999
179	23122.57395
180	23036.37576
181	22997.27115
182	22981.26127
183	22924.51375
184	22864.51159
185	22802.06743
186	22756.14744
187	22701.65798
188	22632.52473
189	22554.94557
190	22498.52061
191	22462.92601
192	22386.36466
193	22372.51536
194	22312.86926
195	22290.33511
196	22233.95585
197	22195.77957
198	22121.2195
199	22071.55926
200	22001.46071
201	21967.68358
202	21913.14248
203	21879.98557
204	21848.50688
205	21825.44056
206	21782.22009
207	21748.25928
208	21703.54695
209	21675.25069
210	21632.31447
211	21588.49079
212	21533.85199
213	21496.76181
214	21475.51681
215	21466.16089
216	21434.12129
217	21395.46293
218	21369.43488
219	21336.27258
220	21294.20154
221	21226.08516
222	21165.83811
223	21148.04982
224	21109.32599
225	21078.20697
226	21029.58094
227	20981.34444
228	20965.00877
229	20939.86497
230	20909.34072
231	20899.18488
232	20856.21707
233	20799.97243
234	20771.48836
235	20760.11395
236	20707.84569
237	20681.6599
238	20631.94116
239	20591.86864
240	20566.26957
241	20540.93146
242	20481.01871
243	20440.90254
244	20373.65867
245	20347.41451
246	20301.16934
247	20269.85111
248	20241.61341
249	20210.94983
250	20162.86541
251	20135.04984
252	20084.39836
253	20040.50517
254	20026.15686
255	19991.67256
256	19948.57145
257	19937.44286
258	19898.97972
259	19857.7284
260	19830.8288
261	19797.26928
262	19741.69747
263	19712.05613
264	19682.64059
265	19640.94892
266	19617.68305
267	19603.17835
268	19584.93306
269	19542.83014
270	19529.11255
271	19486.28327
272	19440.28834
273	19410.60588
274	19396.16331
275	19367.28798
276	19349.34466
277	19333.92029
278	19321.12994
279	19306.75261
280	19281.57816
281	19233.52614
282	19187.97841
283	19177.45186
284	19157.24933
285	19124.88679
286	19083.87828
287	19064.46775
288	19028.21953
289	18978.78693
290	18968.50519
291	18928.5407
292	18900.42258
293	18890.15783
294	18857.44825
295	18815.19865
296	18773.68718
297	18740.77366
298	18721.45646
299	18691.23754
300	18661.71399
301	18652.21833
302	18613.75983
303	18587.20895
304	18571.469
305	18560.21453
306	18512.58698
307	18485.49664
308	18456.30751
309	18427.48857
310	18413.35082
311	18380.72753
312	18335.58954
313	18325.86501
314	18305.39365
315	18279.55119
316	18260.6567
317	18243.10899
318	18231.90446
319	18221.94089
320	18196.64314
321	18174.51067
322	18141.16319
323	18108.01964
324	18076.72909
325	18052.1886
326	18034.9744
327	18013.40486
328	17982.60409
329	17972.93465
330	17941.9268
331	17922.24919
332	17888.54546
333	17853.48761
334	17814.7854
335	17807.02541
336	17788.06539
337	17768.65301
338	17731.96131
339	17708.03658
340	17696.37182
341	17683.41462
342	17654.6622
343	17638.9722
344	17630.1493
345	17616.00958
346	17580.10943
347	17569.98148
348	17564.13533
349	17542.60807
350	17519.39777
351	17495.20912
352	17484.69232
353	17469.00203
354	17448.96978
355	17422.00609
356	17392.22087
357	17379.64523
358	17369.59079
359	17332.12716
360	17305.77276
361	17287.51884
362	17270.88206
363	17254.54937
364	17242.12507
365	17218.30897
366	17188.28333
367	17161.60274
368	17149.76995
369	17138.49381
370	17112.11709
371	17098.39244
372	17072.99153
373	17064.09882
374	17047.57526
375	17023.86573
376	16988.45732
377	16952.00013
378	16936.58143
379	16918.29157
380	16892.80609
381	16861.88469
382	16840.03765
383	16811.05191
384	16793.54102
385	16776.227
386	16735.20203
387	16714.31342
388	16706.62847
389	16665.63871
390	16639.27071
391	16628.68476
392	16607.31735
393	16582.26528
394	16564.412
395	16527.26761
396	16507.22496
397	16468.03797
398	16442.85959
399	16419.63506
400	16401.06892
401	16382.94605
402	16367.45994
403	16350.75849
404	16340.80455
405	16318.75757
406	16296.86958
407	16278.10303
408	16260.10214
409	16253.98421
410	16234.46834
411	16216.60164
412	16200.87311
413	16168.93162
414	16149.05512
415	16137.86561
416	16122.11787
417	16100.76698
418	16079.69737
419	16072.70367
420	16061.53117
421	16032.43854
422	16021.28831
423	16008.46498
424	15992.34506
425	15967.02387
426	15946.25706
427	15942.71716
428	15935.77881
429	15921.39874
430	15902.25222
431	15893.1894
432	15882.64942
433	15872.51176
434	15848.50877
435	15826.59366
436	15810.39288
437	15800.47531
438	15795.62644
439	15774.79967
440	15768.35721
441	15750.02799
442	15742.7046
443	15706.61955
444	15702.65574
445	15700.67383
446	15692.18937
447	15686.17152
448	15662.47623
449	15649.55133
450	15643.85075
451	15628.85357
452	15619.86232
453	15602.93097
454	15601.14453
455	15577.07724
456	15566.6558
457	15557.25831
458	15540.84969
459	15524.26991
460	15518.14187
461	15490.27905
462	15471.978
463	15446.86714
464	15429.08539
465	15415.63086
466	15396.82062
467	15387.53321
468	15378.54469
469	15352.67167
470	15336.88212
471	15334.14714
472	15317.47003
473	15310.64689
474	15301.52672
475	15300.23422
476	15298.38577
477	15296.44912
478	15295.43977
479	15287.20401
480	15279.11449
481	15268.85375
482	15257.24394
483	15245.85
484	15225.48686
485	15223.11239
486	15214.54194
487	15213.63209
488	15205.60332
489	15182.07129
490	15167.50839
491	15163.49011
492	15147.48736
493	15120.81181
494	15099.32152
495	15090.83634
496	15085.64073
497	15079.66605
498	15075.55987
499	15052.51647
500	15039.3745
501	15018.91853
502	15012.71407
503	15004.87344
504	14999.60989
505	14992.39912
506	14982.97048
507	14967.73625
508	14966.17858
509	14959.10727
510	14957.0264
511	14947.35888
512	14926.27003
513	14918.09918
514	14917.03495
515	14915.83858
516	14890.2598
517	14881.71263
518	14861.43469
519	14837.04691
520	14827.19679
521	14825.36143
522	14819.44876
523	14807.34395
524	14804.90855
525	14793.621
526	14791.07532
527	14788.71798
528	14786.26233
529	14783.31505
530	14781.06058
531	14778.36943
532	14776.10757
533	14761.88006
534	14743.28464
535	14740.95174
536	14724.82747
537	14722.58888
538	14705.47801
539	14702.99034
540	14701.37992
541	14699.35788
542	14695.92023
543	14695.13425
544	14693.13576
545	14670.35816
546	14668.24458
547	14664.71741
548	14661.92284
549	14657.88828
550	14654.48767
551	14639.22654
552	14637.23466
553	14635.16212
554	14616.8043
555	14613.90541
556	14604.94296
557	14602.86341
558	14587.94464
559	14581.18239
560	14573.26652
561	14566.42805
562	14558.75022
563	14542.0161
564	14527.0635
565	14512.10606
566	14511.03032
567	14508.87115
568	14501.05354
569	14497.8298
570	14475.2658
571	14473.83008
572	14452.60309
573	14450.1469
574	14441.70691
575	14432.35143
576	14419.29468
577	14412.24757
578	14407.50294
579	14406.41727
580	14404.382
581	14403.03117
582	14402.10488
583	14395.96209
584	14391.80229
585	14389.83472
586	14376.95423
587	14373.48508
588	14362.97179
589	14339.03145
590	14328.05289
591	14308.75598
592	14297.18126
593	14287.89061
594	14277.74278
595	14272.88495
596	14268.44312
597	14255.01531
598	14245.71794
599	14235.6776
600	14225.2298
601	14204.33272
602	14195.52925
603	14193.74466
604	14189.93768
605	14177.8074
606	14169.115
607	14152.90998
608	14120.74285
609	14104.73443
610	14090.45422
611	14077.94689
612	14076.93945
613	14074.52075
614	14061.0648
615	14041.87763
616	14041.42063
617	14040.64645
618	14038.01938
619	14029.14214
620	14021.35803
621	14017.08742
622	14016.26437
623	14008.56478
624	14002.32851
625	13989.10454
626	13978.3381
627	13959.80046
628	13953.00935
629	13937.24648
630	13925.82998
631	13924.75539
632	13898.66524
633	13887.10708
634	13886.34094
635	13869.57375
636	13860.32505
637	13859.14742
638	13841.83925
639	13826.12579
640	13817.4964
641	13816.2817
642	13815.47893
643	13814.46589
644	13807.47009
645	13805.51808
646	13791.74573
647	13773.98503
648	13773.42247
649	13756.83126
650	13756.41394
651	13741.4146
652	13733.36975
653	13724.01808
654	13712.40565
655	13686.20842
656	13684.07394
657	13683.88617
658	13682.02129
659	13659.72426
660	13638.85748
661	13635.33763
662	13626.59865
663	13619.40392
664	13597.81463
665	13594.05336
666	13580.61286
667	13566.61726
668	13559.91341
669	13549.03626
670	13539.41313
671	13538.62531
672	13512.5867
673	13503.54353
674	13498.37836
675	13487.0813
676	13481.40816
677	13461.93594
678	13450.13136
