iter	Passed	Remaining
511	42829	40821
512	42924	40748
513	43019	40675
514	43113	40602
515	43191	40512
516	43293	40446
517	43380	40365
518	43462	40280
519	43542	40193
520	43625	40108
521	43710	40026
522	43790	39938
523	43878	39858
524	43964	39777
525	44044	39690
526	44159	39634
527	44240	39548
528	44336	39475
529	44424	39395
530	44517	39319
531	44601	39236
532	44674	39142
533	44767	39066
534	44851	38983
535	44932	38897
536	45027	38822
537	45104	38733
538	45188	38649
539	45273	38566
540	45413	38530
541	45503	38451
542	45595	38373
543	45677	38288
544	45760	38203
545	45837	38113
546	45916	38026
547	46000	37942
548	46077	37852
549	46160	37767
550	46247	37686
551	46325	37597
552	46400	37506
553	46499	37434
554	46564	37335
555	46649	37252
556	46724	37161
557	46806	37076
558	46900	36999
559	46973	36907
560	47051	36819
561	47139	36738
562	47219	36651
563	47302	36566
564	47384	36481
565	47494	36418
566	47585	36339
567	47665	36252
568	47743	36164
569	47822	36076
570	47901	35989
571	47982	35902
572	48063	35817
573	48143	35730
574	48230	35648
575	48308	35560
576	48391	35475
577	48481	35396
578	48588	35329
579	48676	35248
580	48746	35154
581	48821	35063
582	48906	34981
583	48991	34898
584	49068	34809
585	49150	34724
586	49227	34635
587	49314	34553
588	49395	34467
589	49479	34383
590	49624	34342
591	49710	34259
592	49786	34170
593	49853	34074
594	49934	33988
595	50017	33904
596	50108	33825
597	50200	33746
598	50294	33669
599	50371	33581
600	50456	33497
601	50539	33413
602	50622	33328
603	50723	33256
604	50811	33174
605	50899	33093
606	50986	33010
607	51072	32928
608	51155	32843
609	51240	32760
610	51326	32677
611	51415	32596
612	51522	32527
613	51611	32446
614	51715	32375
615	51794	32287
616	51889	32210
617	51981	32131
618	52074	32052
619	52161	31969
620	52248	31887
621	52345	31811
622	52447	31737
623	52546	31662
624	52637	31582
625	52755	31518
626	52817	31420
627	52897	31334
628	52983	31251
629	53074	31170
630	53155	31084
631	53243	31002
632	53336	30923
633	53427	30842
634	53513	30759
635	53592	30672
636	53668	30583
637	53770	30509
638	53870	30433
639	53946	30344
640	54033	30261
641	54115	30176
642	54207	30096
643	54289	30010
644	54377	29928
645	54456	29841
646	54541	29757
647	54627	29674
648	54713	29590
649	54844	29531
650	54951	29459
651	55035	29374
652	55128	29294
653	55214	29211
654	55295	29125
655	55377	29039
656	55456	28952
657	55538	28866
658	55613	28777
659	55698	28692
660	55795	28615
661	55921	28552
662	56004	28466
663	56085	28380
664	56160	28291
665	56246	28207
666	56334	28124
667	56415	28039
668	56498	27953
669	56578	27867
670	56659	27780
671	56756	27702
672	56847	27621
673	56971	27555
674	57056	27471
675	57137	27385
676	57218	27299
677	57315	27220
678	57400	27136
679	57490	27054
680	57577	26971
681	57654	26882
682	57741	26799
683	57821	26712
684	57914	26632
685	58038	26565
686	58133	26485
687	58208	26396
688	58283	26307
689	58363	26221
690	58453	26139
691	58537	26054
692	58623	25970
693	58720	25891
694	58800	25804
695	58884	25719
696	58968	25634
697	59092	25567
698	59165	25477
699	59244	25390
700	59330	25306
701	59412	25220
702	59504	25139
703	59597	25058
704	59687	24975
705	59772	24890
706	59853	24804
707	59932	24717
708	60021	24635
709	60146	24567
710	60225	24479
711	60315	24397
712	60398	24311
713	60494	24231
714	60574	24144
715	60654	24058
716	60747	23976
717	60832	23892
718	60922	23809
719	61008	23725
720	61091	23640
721	61189	23560
722	61284	23479
723	61367	23394
724	61452	23309
725	61532	23222
726	61617	23138
727	61702	23053
728	61783	22967
729	61865	22881
730	61947	22795
731	62023	22707
732	62117	22626
733	62239	22555
734	62313	22466
735	62393	22380
736	62472	22293
737	62555	22207
738	62644	22124
739	62720	22037
740	62800	21950
741	62883	21865
742	62974	21782
743	63069	21701
744	63154	21616
745	63238	21531
746	63377	21465
747	63460	21379
748	63545	21295
749	63632	21210
750	63725	21128
751	63813	21044
752	63897	20959
753	63983	20875
754	64061	20788
755	64139	20700
756	64225	20616
757	64300	20528
758	64417	20453
759	64501	20368
760	64593	20286
761	64681	20202
762	64769	20118
763	64855	20033
764	64928	19945
765	65006	19858
766	65101	19776
767	65199	19695
768	65283	19610
769	65373	19527
770	65483	19449
771	65576	19367
772	65661	19282
773	65745	19197
774	65831	19112
775	65918	19028
776	66008	18944
777	66097	18860
778	66184	18776
779	66276	18693
780	66359	18607
781	66474	18531
782	66563	18447
783	66642	18360
784	66724	18274
785	66805	18188
786	66887	18103
787	66972	18017
788	67055	17932
789	67141	17847
790	67226	17762
791	67323	17680
792	67411	17596
793	67555	17527
794	67641	17442
795	67726	17356
796	67795	17267
797	67884	17183
798	67978	17100
799	68062	17015
800	68142	16929
801	68221	16842
802	68308	16758
803	68383	16670
804	68472	16586
805	68578	16506
806	68672	16423
807	68753	16337
808	68841	16253
809	68920	16166
810	69004	16081
811	69084	15995
812	69171	15910
813	69265	15827
814	69361	15744
815	69457	15662
816	69544	15577
817	69648	15496
818	69731	15410
819	69810	15324
820	69888	15237
821	69970	15151
822	70058	15067
823	70137	14980
824	70222	14895
825	70300	14809
826	70387	14724
827	70468	14638
828	70552	14552
829	70667	14474
830	70753	14389
831	70837	14303
832	70912	14216
833	70986	14129
834	71056	14041
835	71136	13955
836	71198	13865
837	71278	13779
838	71363	13694
839	71440	13607
840	71515	13520
841	71567	13429
842	71647	13343
843	71797	13270
844	71886	13186
845	71985	13103
846	72065	13017
847	72149	12932
848	72228	12846
849	72307	12760
850	72395	12675
851	72478	12590
852	72564	12505
853	72659	12421
854	72740	12336
855	72830	12251
856	72909	12165
857	72991	12080
858	73064	11993
859	73147	11907
860	73224	11821
861	73295	11734
862	73377	11648
863	73471	11564
864	73549	11478
865	73630	11393
866	73700	11305
867	73780	11220
868	73891	11139
869	73960	11051
870	74043	10966
871	74125	10880
872	74218	10797
873	74299	10711
874	74380	10625
875	74479	10542
876	74563	10457
877	74644	10372
878	74735	10287
879	74823	10203
880	74914	10118
881	74992	10032
882	75077	9947
883	75160	9862
884	75260	9779
885	75347	9694
886	75438	9610
887	75530	9526
888	75606	9440
889	75680	9353
890	75763	9268
891	75843	9182
892	75987	9104
893	76071	9019
894	76156	8934
895	76239	8849
896	76317	8763
897	76409	8679
898	76485	8592
899	76573	8508
900	76652	8422
901	76747	8338
902	76847	8254
903	76937	8170
904	77044	8087
905	77122	8001
906	77213	7917
907	77297	7831
908	77386	7747
909	77465	7661
910	77553	7576
911	77636	7491
912	77721	7406
913	77806	7320
914	77890	7235
915	77961	7149
916	78062	7065
