iter	Passed	Remaining
181	14748	66285
182	14829	66207
183	14908	66114
184	14986	66023
185	15020	65735
186	15099	65646
187	15122	65315
188	15206	65252
189	15298	65219
190	15383	65156
191	15467	65093
192	15551	65024
193	15628	64930
194	15716	64879
195	15807	64843
196	15883	64744
197	15973	64700
198	16066	64668
199	16143	64572
200	16227	64508
201	16299	64390
202	16384	64327
203	16467	64255
204	16550	64183
205	16626	64085
206	16699	63974
207	16781	63899
208	16857	63802
209	16874	63481
210	16958	63414
211	17042	63347
212	17117	63247
213	17194	63154
214	17276	63078
215	17372	63054
216	17453	62978
217	17531	62888
218	17596	62751
219	17671	62654
220	17760	62605
221	17884	62675
222	17974	62628
223	18049	62528
224	18131	62451
225	18201	62337
226	18274	62231
227	18369	62197
228	18448	62112
229	18525	62019
230	18599	61917
231	18693	61880
232	18773	61799
233	18883	61813
234	18973	61764
235	19059	61700
236	19136	61609
237	19205	61490
238	19306	61473
239	19391	61405
240	19469	61317
241	19556	61256
242	19635	61169
243	19715	61085
244	19807	61040
245	19910	61028
246	19985	60927
247	20068	60853
248	20151	60777
249	20245	60735
250	20334	60679
251	20395	60538
252	20478	60463
253	20571	60419
254	20651	60335
255	20734	60259
256	20808	60159
257	20882	60057
258	20977	60016
259	21061	59945
260	21148	59879
261	21217	59765
262	21289	59660
263	21367	59571
264	21443	59474
265	21524	59394
266	21607	59318
267	21689	59242
268	21773	59168
269	21857	59096
270	21934	59004
271	22025	58951
272	22103	58861
273	22181	58771
274	22259	58684
275	22339	58600
276	22419	58517
277	22525	58502
278	22601	58406
279	22685	58334
280	22761	58239
281	22839	58151
282	22924	58079
283	23018	58032
284	23108	57975
285	23196	57909
286	23280	57835
287	23357	57745
288	23437	57661
289	23531	57611
290	23618	57544
291	23707	57482
292	23791	57407
293	23862	57302
294	23936	57204
295	24122	57372
296	24207	57298
297	24283	57205
298	24367	57128
299	24460	57073
300	24542	56993
301	24620	56905
302	24715	56854
303	24794	56767
304	24879	56692
305	24956	56601
306	25037	56518
307	25117	56433
308	25209	56373
309	25285	56280
310	25369	56204
311	25452	56126
312	25527	56030
313	25618	55970
314	25699	55885
315	25768	55778
316	25849	55694
317	25924	55599
318	26018	55543
319	26097	55457
320	26199	55419
321	26281	55337
322	26364	55258
323	26442	55169
324	26518	55076
325	26598	54991
326	26701	54953
327	26773	54853
328	26869	54801
329	26957	54732
330	27034	54640
331	27113	54554
332	27222	54526
333	27302	54440
334	27383	54357
335	27468	54283
336	27546	54193
337	27640	54136
338	27721	54052
339	27799	53962
340	27875	53870
341	27963	53800
342	28050	53728
343	28126	53637
344	28223	53583
345	28298	53488
346	28386	53419
347	28466	53333
348	28554	53262
349	28653	53213
350	28739	53139
351	28838	53089
352	28905	52979
353	28986	52895
354	29082	52840
355	29157	52745
356	29251	52686
357	29336	52609
358	29417	52524
359	29499	52444
360	29580	52359
361	29662	52278
362	29745	52198
363	29831	52122
364	29918	52050
365	30007	51980
366	30093	51905
367	30166	51807
368	30245	51720
369	30370	51711
370	30464	51649
371	30539	51555
372	30615	51463
373	30702	51390
374	30777	51295
375	30857	51210
376	30932	51116
377	31020	51044
378	31105	50967
379	31180	50873
380	31257	50782
381	31355	50726
382	31424	50623
383	31497	50527
384	31590	50463
385	31671	50379
386	31761	50309
387	31839	50220
388	31917	50133
389	31997	50047
390	32095	49990
391	32177	49908
392	32261	49828
393	32332	49729
394	32420	49657
395	32508	49582
396	32598	49513
397	32682	49434
398	32762	49348
399	32836	49255
400	32915	49167
401	32996	49084
402	33084	49010
403	33194	48969
404	33288	48904
405	33429	48908
406	33508	48821
407	33582	48727
408	33687	48677
409	33756	48577
410	33835	48489
411	33924	48416
412	34014	48344
413	34104	48273
414	34205	48217
415	34290	48138
416	34384	48072
417	34489	48020
418	34564	47928
419	34654	47856
420	34736	47773
421	34817	47687
422	34896	47601
423	34995	47540
424	35073	47452
425	35158	47372
426	35240	47289
427	35321	47205
428	35411	47132
429	35506	47066
430	35591	46986
431	35683	46916
432	35763	46831
433	35843	46745
434	35923	46659
435	36002	46572
436	36074	46475
437	36158	46394
438	36227	46295
439	36293	46191
440	36361	46091
441	36447	46013
442	36575	45988
443	36652	45897
444	36731	45811
445	36802	45714
446	36896	45646
447	36985	45571
448	37088	45514
449	37196	45462
450	37303	45409
451	37406	45351
452	37510	45294
453	37615	45237
454	37702	45160
455	37791	45084
456	37901	45034
457	37970	44934
458	38049	44847
459	38146	44781
460	38231	44699
461	38315	44618
462	38395	44531
463	38476	44447
464	38554	44358
465	38653	44294
466	38734	44208
467	38818	44127
468	38897	44039
469	38991	43968
470	39071	43882
471	39147	43792
472	39237	43717
473	39326	43640
474	39424	43573
475	39501	43484
476	39593	43411
477	39697	43351
478	39793	43283
479	39871	43193
480	39951	43107
481	40037	43028
482	40115	42939
483	40182	42839
484	40264	42755
485	40367	42692
486	40447	42606
487	40540	42534
488	40627	42455
489	40729	42391
490	40814	42310
491	40902	42232
492	40992	42156
493	41087	42085
494	41170	42002
495	41259	41924
496	41339	41838
497	41419	41752
498	41520	41686
499	41605	41605
500	41683	41517
501	41779	41447
502	41860	41361
503	41956	41290
504	42053	41220
505	42144	41144
506	42230	41064
507	42313	40980
508	42390	40891
509	42478	40812
510	42551	40719
511	42642	40643
512	42726	40560
513	42877	40541
514	42961	40459
515	43046	40377
516	43128	40292
517	43231	40226
518	43309	40138
519	43394	40056
520	43481	39975
521	43575	39902
522	43668	39827
523	43754	39746
524	43828	39654
525	43935	39592
526	44012	39502
527	44103	39425
528	44189	39344
529	44277	39264
530	44354	39175
531	44424	39080
532	44506	38995
533	44599	38920
534	44673	38828
535	44766	38753
536	44855	38674
537	44960	38609
538	45042	38524
539	45120	38436
540	45202	38351
541	45278	38261
542	45377	38190
543	45467	38112
544	45549	38027
545	45634	37944
546	45711	37856
547	45808	37783
548	45893	37701
549	45981	37621
550	46077	37547
551	46172	37473
552	46266	37398
553	46342	37308
554	46428	37226
555	46517	37147
556	46608	37068
557	46679	36975
558	46775	36901
559	46859	36818
560	46966	36752
561	47053	36671
562	47146	36595
563	47225	36507
564	47310	36424
565	47428	36367
566	47507	36280
567	47588	36194
568	47665	36105
569	47755	36025
570	47836	35940
571	47913	35851
572	48012	35779
573	48096	35695
574	48192	35620
575	48275	35536
576	48356	35450
577	48454	35376
578	48582	35325
579	48661	35237
580	48740	35150
581	48815	35059
582	48895	34973
583	48973	34885
584	49120	34845
585	49204	34762
586	49286	34676
587	49376	34597
588	49482	34528
589	49578	34452
590	49656	34364
591	49747	34285
592	49832	34201
593	49914	34116
594	49993	34029
595	50069	33939
596	50171	33867
597	50258	33785
598	50338	33699
599	50418	33612
600	50509	33532
601	50592	33448
602	50676	33364
603	50756	33277
604	50839	33192
605	50932	33114
606	51019	33032
607	51099	32945
608	51193	32868
609	51283	32787
610	51358	32697
611	51444	32614
612	51527	32530
613	51620	32451
614	51708	32370
615	51795	32288
616	51880	32204
617	51981	32131
618	52076	32053
619	52152	31964
620	52256	31892
621	52337	31806
622	52414	31718
623	52490	31629
624	52572	31543
625	52663	31463
626	52743	31376
627	52837	31298
628	52920	31213
629	53001	31127
630	53083	31042
631	53168	30958
632	53278	30889
633	53363	30806
634	53449	30722
635	53525	30634
636	53605	30547
637	53689	30463
638	53763	30373
639	53842	30286
640	53916	30196
641	53996	30110
642	54078	30024
643	54165	29942
644	54252	29860
645	54386	29803
646	54467	29717
647	54547	29630
648	54631	29546
649	54718	29463
650	54811	29384
651	54885	29294
652	54959	29205
653	55044	29121
654	55128	29036
655	55208	28950
656	55295	28868
657	55404	28797
658	55492	28714
659	55591	28638
660	55679	28555
661	55770	28474
662	55852	28389
663	55933	28303
664	56015	28218
665	56098	28133
666	56179	28047
667	56257	27960
668	56341	27876
669	56447	27802
670	56529	27717
671	56614	27633
672	56694	27547
673	56766	27456
674	56850	27372
675	56934	27288
676	57015	27202
677	57108	27122
678	57195	27039
679	57288	26959
680	57376	26876
681	57475	26799
682	57558	26714
683	57652	26634
684	57731	26548
685	57807	26459
686	57886	26373
687	57973	26290
688	58050	26202
689	58128	26115
690	58208	26029
691	58288	25943
692	58386	25865
693	58460	25776
694	58558	25698
695	58631	25609
696	58718	25526
697	58841	25458
698	58921	25372
699	59006	25288
700	59102	25209
701	59198	25129
702	59298	25052
703	59389	24970
704	59463	24881
705	59643	24837
706	59768	24769
707	59853	24685
708	59927	24596
709	60015	24513
710	60095	24426
711	60172	24339
712	60247	24251
713	60328	24165
714	60414	24081
715	60483	23990
716	60571	23907
717	60656	23823
718	60745	23740
719	60835	23658
720	60912	23570
721	60994	23485
722	61077	23400
723	61162	23316
724	61231	23225
725	61313	23140
726	61398	23056
727	61475	22968
728	61560	22884
729	61634	22796
730	61727	22715
731	61810	22629
732	61882	22541
733	61976	22460
734	62062	22376
735	62141	22289
736	62218	22202
737	62306	22119
738	62386	22033
739	62471	21949
740	62563	21867
741	62652	21784
742	62762	21709
743	62839	21622
744	62916	21535
745	62999	21450
746	63084	21366
747	63183	21286
748	63264	21200
749	63346	21115
750	63438	21033
751	63517	20947
752	63603	20863
753	63679	20776
754	63773	20694
755	63865	20612
756	63945	20526
757	64030	20442
758	64110	20356
759	64194	20271
760	64276	20186
761	64357	20101
762	64434	20014
