iter	RMSE
179	22993.02813
180	22933.19029
181	22915.44715
182	22875.14189
183	22841.76611
184	22787.11008
185	22764.57684
186	22693.05401
187	22676.9224
188	22612.12065
189	22553.38063
190	22499.73402
191	22436.3583
192	22387.23955
193	22355.56994
194	22286.88811
195	22234.8123
196	22185.66086
197	22140.39996
198	22089.9491
199	22043.30529
200	21986.56173
201	21956.23193
202	21921.21934
203	21881.25016
204	21856.62207
205	21778.77288
206	21746.73728
207	21733.18507
208	21673.73678
209	21664.94106
210	21626.01825
211	21580.27762
212	21525.48602
213	21463.04594
214	21443.29793
215	21423.37665
216	21413.0442
217	21339.54009
218	21331.26858
219	21264.48524
220	21212.90743
221	21196.07186
222	21125.73327
223	21060.04743
224	20994.31234
225	20956.05206
226	20903.65612
227	20843.49608
228	20790.31138
229	20730.29046
230	20698.40611
231	20690.06199
232	20638.10809
233	20592.29319
234	20554.54336
235	20500.75036
236	20471.77715
237	20429.92905
238	20403.15987
239	20391.65047
240	20350.03634
241	20309.04561
242	20223.44612
243	20157.23431
244	20126.57496
245	20094.48451
246	20023.41852
247	20006.54139
248	19980.21706
249	19923.20929
250	19885.49748
251	19840.37608
252	19798.91753
253	19744.92117
254	19713.28066
255	19657.07312
256	19599.68533
257	19570.42829
258	19528.13358
259	19497.71054
260	19467.63938
261	19441.20675
262	19404.51442
263	19364.96794
264	19310.4334
265	19271.47935
266	19230.91469
267	19172.38671
268	19133.64104
269	19108.93927
270	19059.55264
271	19045.72024
272	19012.21896
273	18992.61344
274	18971.22156
275	18944.05952
276	18924.40464
277	18896.50059
278	18850.095
279	18804.41872
280	18781.24683
281	18769.53311
282	18732.1067
283	18695.39848
284	18662.1328
285	18636.40628
286	18603.6945
287	18565.23669
288	18531.19905
289	18527.50001
290	18501.21624
291	18450.56919
292	18411.6004
293	18383.08858
294	18356.77339
295	18336.176
296	18303.63597
297	18251.92074
298	18228.80778
299	18188.0922
300	18155.3121
301	18144.15526
302	18122.62829
303	18101.65653
304	18047.95319
305	18012.4529
306	17984.11076
307	17970.60933
308	17951.74493
309	17939.97516
310	17912.13584
311	17898.04856
312	17875.31002
313	17851.67497
314	17823.46094
315	17797.48792
316	17768.00649
317	17750.9478
318	17725.58368
319	17713.70876
320	17688.1625
321	17656.08856
322	17622.75285
323	17598.03195
324	17583.68832
325	17567.60733
326	17549.6001
327	17528.93525
328	17498.14418
329	17491.44281
330	17480.23177
331	17462.72861
332	17457.16106
333	17449.53756
334	17431.17761
335	17414.12932
336	17399.79159
337	17380.54599
338	17338.39044
339	17318.2381
340	17302.27956
341	17288.50688
342	17281.97221
343	17236.13693
344	17211.71596
345	17189.86253
346	17146.50276
347	17134.67004
348	17127.61878
349	17114.64271
350	17099.77812
351	17080.83575
352	17077.9688
353	17036.98189
354	17010.40674
355	17000.70288
356	16993.46114
357	16971.97763
358	16965.25018
359	16937.51849
360	16903.08186
361	16865.38569
362	16855.50808
363	16836.06641
364	16824.51555
365	16810.28786
366	16784.49242
367	16764.38919
368	16753.94871
369	16731.64221
370	16723.61364
371	16705.16837
372	16691.77356
373	16667.25234
374	16650.35251
375	16629.74909
376	16626.19607
377	16624.31707
378	16603.10188
379	16565.34392
380	16537.55098
381	16532.51967
382	16530.49592
383	16515.2919
384	16513.65915
385	16489.96958
386	16479.34646
387	16444.55846
388	16414.63013
389	16396.58086
390	16364.98689
391	16342.94161
392	16334.92893
393	16333.76682
394	16330.34202
395	16317.52032
396	16300.89517
397	16286.76502
398	16265.30825
399	16234.85204
400	16234.18726
401	16215.64182
402	16203.17242
403	16192.54907
404	16188.48642
405	16159.11013
406	16145.09136
407	16115.59068
408	16101.30266
409	16100.74108
410	16070.99398
411	16047.98836
412	16026.53449
413	16000.02294
414	15981.67049
415	15954.28839
416	15948.5223
417	15934.80561
418	15931.04474
419	15927.5675
420	15917.53702
421	15890.73411
422	15877.55021
423	15875.46474
424	15864.73756
425	15836.34443
426	15821.61082
427	15795.12906
428	15778.53565
429	15765.20118
430	15745.94932
431	15727.70218
432	15715.49925
433	15713.97001
434	15709.61696
435	15705.51302
436	15703.56869
437	15701.94007
438	15699.37056
439	15696.24781
440	15662.81092
441	15647.84548
442	15632.59683
443	15607.70344
444	15584.39737
445	15566.81335
446	15566.10128
447	15548.50967
448	15532.45353
449	15530.98051
450	15527.99949
451	15507.0875
452	15494.87581
453	15491.72051
454	15471.44162
455	15469.64961
456	15447.84562
457	15427.60171
458	15401.8016
459	15399.45969
460	15375.51177
461	15350.46249
462	15331.5324
463	15320.38429
464	15318.15321
465	15290.31045
466	15286.5336
467	15274.84913
468	15274.18705
469	15273.5473
470	15272.58506
471	15270.25891
472	15261.27081
473	15245.41517
474	15243.72973
475	15239.56519
476	15224.36718
477	15207.26984
478	15204.63891
479	15195.70292
480	15195.55228
481	15177.33076
482	15154.73308
483	15153.85492
484	15148.281
485	15141.97717
486	15134.12565
487	15132.47965
488	15114.94166
489	15095.49138
490	15094.86658
491	15075.47489
492	15062.3704
493	15041.21756
494	15016.09586
495	15013.8631
496	15010.64064
497	14999.53372
498	14992.03446
499	14971.32472
500	14950.63888
501	14950.13198
502	14928.82068
503	14925.9848
504	14925.37249
505	14908.14627
506	14907.35363
507	14884.93327
508	14883.01093
509	14882.23547
510	14874.052
511	14865.01077
512	14829.26062
513	14819.98159
514	14789.11637
515	14774.20578
516	14754.79588
517	14742.89115
518	14728.44987
519	14726.49253
520	14725.88449
521	14710.12182
522	14698.60127
523	14673.11016
524	14662.89418
525	14653.44999
526	14634.98669
527	14615.94465
528	14615.35376
529	14606.39774
530	14588.45204
531	14580.38802
532	14562.65838
533	14562.26424
534	14556.19291
535	14555.68542
536	14553.54616
537	14529.58174
538	14527.74242
539	14527.17222
540	14525.33173
541	14524.77877
542	14491.46777
543	14477.85565
544	14477.31188
545	14464.12928
546	14451.71311
547	14444.40071
548	14427.57722
549	14403.43396
550	14401.49149
551	14400.26179
552	14397.10832
553	14384.98062
554	14371.93624
555	14362.74429
556	14362.38319
557	14326.96075
558	14326.61504
559	14301.759
560	14284.14343
561	14259.36555
562	14239.19154
563	14230.73204
564	14228.6803
565	14213.23552
566	14207.98848
567	14199.23411
568	14184.46393
569	14165.80406
570	14154.84987
571	14140.23124
572	14124.51227
573	14124.02148
574	14114.00161
575	14099.91648
576	14099.58589
577	14088.91311
578	14076.76779
579	14065.33508
580	14044.97604
581	14044.3508
582	14034.09366
583	14033.6126
584	14033.14545
585	14032.45893
586	14012.3816
587	14000.99599
588	13998.99814
589	13977.80761
590	13970.62956
591	13970.03402
592	13959.37439
593	13958.3575
594	13952.41821
595	13952.36394
596	13940.68919
597	13935.74236
598	13921.16274
599	13920.83609
600	13911.19459
601	13910.54044
602	13887.37027
603	13886.91141
604	13871.27044
605	13860.71178
606	13853.21938
607	13852.91168
608	13833.12712
609	13820.62354
610	13813.28395
611	13793.18644
612	13778.54842
613	13777.97673
614	13777.67519
615	13777.23005
616	13764.47521
617	13764.03399
618	13740.23479
619	13739.84755
620	13727.06445
621	13709.05062
622	13693.29755
623	13681.10859
624	13657.67936
625	13657.39894
626	13642.10127
627	13633.71518
628	13631.73682
629	13625.77084
630	13623.20873
631	13597.42389
632	13596.83594
633	13596.42238
634	13584.76415
635	13584.37296
636	13553.10264
637	13537.79359
638	13527.62035
639	13521.56716
640	13513.31547
641	13513.05064
642	13496.92982
643	13481.23471
644	13480.91579
645	13466.06858
646	13457.47453
647	13456.001
648	13449.92466
649	13438.60767
650	13438.20617
651	13436.73826
652	13419.39209
653	13387.15033
654	13386.75152
655	13377.4688
656	13363.37297
657	13343.476
658	13330.57816
659	13321.84672
660	13321.64906
661	13319.28503
662	13309.97079
663	13307.46502
664	13294.64071
665	13284.98882
666	13273.68718
667	13263.22256
668	13247.48852
669	13239.36415
670	13232.09008
671	13216.7881
672	13215.58642
673	13205.14763
674	13201.80079
675	13199.6625
676	13181.94927
677	13167.99434
678	13150.00328
679	13135.23807
680	13123.02393
681	13102.58652
682	13097.45431
683	13092.05324
684	13081.03184
685	13065.64851
686	13056.02919
687	13039.16693
688	13025.1191
689	13024.77081
690	12998.68774
691	12991.77571
692	12977.80623
693	12970.56865
694	12962.42601
695	12960.9521
696	12960.77349
697	12947.18011
698	12931.88271
699	12930.72324
700	12918.20169
701	12898.05312
702	12897.71696
703	12882.11819
704	12881.87752
705	12865.04016
706	12854.3315
707	12836.4181
708	12835.95832
709	12830.43958
710	12821.20668
711	12814.09332
712	12793.23662
713	12790.19478
714	12781.44921
715	12780.1025
716	12765.58473
717	12761.2845
718	12759.90809
719	12743.61657
720	12735.97548
721	12734.54484
722	12714.9649
723	12708.63484
724	12707.69751
725	12706.39544
726	12689.52496
727	12685.49064
728	12685.05206
729	12682.23331
730	12681.02281
731	12674.869
732	12674.45276
733	12673.17287
734	12670.82626
735	12665.87391
736	12664.72415
737	12662.04725
738	12660.75225
739	12657.14331
740	12650.52072
741	12647.44926
742	12647.1414
743	12631.18785
744	12628.30849
745	12622.47776
746	12620.56155
747	12617.88448
748	12613.18352
749	12609.72196
750	12605.65113
751	12602.14355
752	12598.21182
753	12575.75807
754	12575.46323
755	12546.59341
756	12546.01731
757	12543.81248
758	12536.47394
759	12535.54516
760	12526.31128
761	12519.09761
762	12515.44634
