iter	RMSE
283	17291.87058
284	17260.30176
285	17225.0585
286	17190.55381
287	17175.13483
288	17151.08378
289	17117.06062
290	17083.05691
291	17064.48951
292	17039.04801
293	17003.80425
294	16974.10226
295	16951.73481
296	16922.26678
297	16907.7777
298	16900.42578
299	16863.08788
300	16830.43988
301	16802.55919
302	16765.58815
303	16742.53304
304	16708.18998
305	16666.96206
306	16649.31419
307	16614.44127
308	16594.07269
309	16563.89942
310	16546.04406
311	16517.39831
312	16499.34643
313	16477.40139
314	16463.11022
315	16441.66521
316	16415.60319
317	16375.56575
318	16351.65672
319	16328.78669
320	16308.11866
321	16287.99412
322	16277.12236
323	16250.75427
324	16221.2155
325	16191.17487
326	16160.33771
327	16140.3523
328	16121.32745
329	16087.49235
330	16053.18803
331	16036.90091
332	16019.58889
333	15981.82706
334	15944.08105
335	15916.69656
336	15877.66793
337	15842.4222
338	15802.62009
339	15759.78829
340	15733.73146
341	15705.09859
342	15664.22196
343	15626.62076
344	15595.59771
345	15573.39632
346	15535.387
347	15499.29582
348	15476.39215
349	15446.31249
350	15430.40174
351	15425.72233
352	15400.46206
353	15371.21175
354	15355.45417
355	15319.76478
356	15297.8617
357	15285.33619
358	15255.92046
359	15242.0592
360	15214.07601
361	15198.95461
362	15177.55082
363	15146.23057
364	15138.93746
365	15107.9211
366	15103.61951
367	15099.66759
368	15075.45313
369	15059.80813
370	15033.72786
371	15006.87106
372	15003.21581
373	14982.00875
374	14973.51181
375	14970.39753
376	14960.14603
377	14951.84936
378	14934.36696
379	14905.7238
380	14892.65028
381	14885.75387
382	14877.12518
383	14857.6302
384	14854.33306
385	14845.31943
386	14841.07991
387	14835.31218
388	14814.11457
389	14811.48388
390	14809.13136
391	14803.59422
392	14796.93474
393	14769.12906
394	14760.8327
395	14755.45201
396	14746.84114
397	14729.75407
398	14727.37825
399	14724.63231
400	14718.5804
401	14702.2642
402	14673.16615
403	14663.84439
404	14645.98037
405	14624.5649
406	14618.41963
407	14616.28285
408	14592.18423
409	14585.05728
410	14565.54846
411	14539.82827
412	14526.61632
413	14520.41191
414	14507.50996
415	14502.87995
416	14495.2914
417	14488.73395
418	14485.47465
419	14461.72921
420	14456.25862
421	14448.97668
422	14432.32499
423	14409.70487
424	14407.76653
425	14403.0794
426	14395.08292
427	14377.24773
428	14372.97038
429	14370.0227
430	14353.69539
431	14347.02376
432	14329.48009
433	14312.48616
434	14295.26957
435	14293.42731
436	14276.9279
437	14271.83525
438	14246.13375
439	14233.29962
440	14221.4967
441	14206.19634
442	14204.20624
443	14202.4705
444	14197.53623
445	14169.7973
446	14167.91655
447	14155.5758
448	14153.68825
449	14152.03203
450	14139.63007
451	14130.21936
452	14118.42937
453	14104.76882
454	14080.92905
455	14068.73833
456	14049.73546
457	14028.0258
458	13999.37187
459	13974.36871
460	13972.57339
461	13966.85996
462	13964.52713
463	13963.03822
464	13961.59056
465	13960.17048
466	13936.72847
467	13934.98569
468	13912.03067
469	13905.0211
470	13891.51968
471	13889.2262
472	13881.38819
473	13880.00727
474	13866.95839
475	13854.15356
476	13850.15894
477	13848.88724
478	13838.56881
479	13813.98932
480	13794.63045
481	13793.76078
482	13782.81924
483	13770.08943
484	13747.21446
485	13724.36455
486	13708.05279
487	13687.41926
488	13676.57001
489	13674.80797
490	13657.97713
491	13653.17443
492	13646.34339
493	13642.07016
494	13625.64311
495	13611.73298
496	13604.02797
497	13599.69603
498	13597.63604
499	13593.37425
500	13591.97054
501	13578.4755
502	13566.72725
503	13549.03617
504	13541.75219
505	13517.56793
506	13512.2802
507	13492.65644
508	13486.41019
509	13460.86146
510	13460.07209
511	13435.05537
512	13423.14869
513	13407.67403
514	13403.98085
515	13382.44728
516	13372.73242
517	13357.89684
518	13352.14828
519	13346.10658
520	13328.42489
521	13301.45879
522	13300.23087
523	13290.86926
524	13289.90707
525	13286.69195
526	13283.13882
527	13281.95649
528	13278.21626
529	13268.72548
530	13265.82878
531	13260.8854
532	13256.21014
533	13246.14345
534	13226.62629
535	13205.98572
536	13184.61763
537	13183.78497
538	13174.71979
539	13170.77876
540	13160.75025
541	13135.3144
542	13121.60735
543	13115.5864
544	13101.59075
545	13080.44384
546	13061.02124
547	13049.55247
548	13039.57835
549	13038.63835
550	13030.28656
551	13019.34742
552	13003.47065
553	12996.87394
554	12977.53391
555	12966.33501
556	12948.04064
557	12926.39533
558	12920.472
559	12904.37523
560	12884.26181
561	12881.73279
562	12873.61865
563	12870.16626
564	12860.03786
565	12859.01106
566	12846.90148
567	12844.35201
568	12835.11739
569	12823.99723
570	12805.14581
571	12792.97082
572	12781.13287
573	12766.15997
574	12760.61171
575	12756.9255
576	12740.72698
577	12732.23029
578	12719.53678
579	12715.26955
580	12705.41115
581	12692.69492
582	12689.76285
583	12687.34991
584	12684.28773
585	12673.23474
586	12659.04119
587	12657.57272
588	12641.54623
589	12638.85587
590	12621.01648
591	12607.4311
592	12588.15727
593	12570.56505
594	12562.66464
595	12542.38681
596	12541.67514
597	12523.3344
598	12522.57679
599	12521.66867
600	12512.45983
601	12486.0178
602	12483.20478
603	12480.87055
604	12463.15619
605	12448.72085
606	12442.18299
607	12429.47628
608	12413.27845
609	12396.77389
610	12395.91894
611	12389.26415
612	12375.82191
613	12363.14992
614	12362.32107
615	12361.51243
616	12358.54341
617	12355.07848
618	12340.13588
619	12319.22323
620	12310.1191
621	12309.45583
622	12300.41422
623	12299.79614
624	12296.01992
625	12295.06093
626	12290.69011
627	12288.86388
628	12277.31777
629	12276.31017
630	12274.31084
631	12258.51778
632	12253.83804
633	12241.57951
634	12219.5464
635	12205.68089
636	12200.91697
637	12195.72932
638	12195.36221
639	12194.48944
640	12187.91505
641	12185.46712
642	12179.71977
643	12164.23337
644	12155.08605
645	12151.73671
646	12149.80527
647	12135.18451
648	12134.6258
649	12125.04075
650	12122.02959
651	12121.38855
652	12116.66522
653	12091.06529
654	12072.23398
655	12057.10174
656	12056.24098
657	12055.34072
658	12055.11573
659	12042.7107
660	12040.62443
661	12037.52994
662	12036.72799
663	12036.14116
664	12030.98667
665	12030.10541
666	12017.02386
667	12014.88678
668	12011.45075
669	12000.54242
670	11983.9023
671	11983.52153
672	11981.52047
673	11973.8544
674	11973.29485
675	11960.79824
676	11958.4357
677	11957.80243
678	11956.92764
679	11956.11068
680	11948.70368
681	11946.39189
682	11940.00952
683	11926.41049
684	11925.79345
685	11906.54492
686	11894.91701
687	11894.53318
688	11874.20833
689	11866.355
690	11860.06017
691	11854.74076
692	11849.22938
693	11833.60431
694	11833.00376
695	11830.12407
696	11820.29207
697	11812.8831
698	11805.50454
699	11784.73658
700	11783.68246
701	11781.92037
702	11780.22328
703	11769.10701
704	11768.37491
705	11752.38068
706	11751.67524
707	11741.31511
708	11740.76871
709	11738.08993
710	11724.59589
711	11718.57365
712	11718.45572
713	11699.61462
714	11691.71901
715	11683.42267
716	11682.8591
717	11674.72559
718	11672.59462
719	11655.09237
720	11653.04924
721	11650.11797
722	11641.82979
723	11638.9165
724	11620.09241
725	11619.71857
726	11611.2229
727	11604.99568
728	11604.40311
729	11603.86473
730	11595.22236
731	11577.63622
732	11566.87828
733	11563.08634
734	11554.41642
735	11546.62091
736	11531.80953
737	11513.08068
738	11507.68778
739	11490.36015
740	11487.27713
741	11474.47741
742	11465.4133
743	11464.82166
744	11463.05171
745	11445.55458
746	11433.61835
747	11420.34826
748	11416.70054
749	11404.44893
750	11392.88113
751	11380.9469
752	11370.05391
753	11366.48403
754	11361.44615
755	11349.47086
756	11328.60612
757	11324.97923
758	11321.73116
759	11318.49675
760	11306.24833
761	11294.53554
762	11285.49976
763	11277.71809
764	11274.2981
765	11273.68361
766	11269.28067
767	11268.6991
768	11258.1071
769	11256.0747
770	11255.7644
771	11241.71315
772	11240.80447
773	11240.63088
774	11240.30994
775	11239.997
776	11236.19615
777	11228.12462
778	11212.86453
779	11210.28598
780	11208.51024
781	11203.78099
782	11203.1316
783	11198.85428
784	11194.72558
785	11180.02307
786	11162.39887
787	11147.42635
788	11137.04461
789	11135.62301
790	11126.18084
791	11121.43693
792	11112.27952
793	11111.1557
794	11110.27429
795	11099.77689
796	11097.30621
797	11094.84576
798	11094.56954
799	11084.83989
800	11076.1542
801	11070.42406
802	11066.76713
803	11056.31636
804	11048.83632
805	11046.15969
806	11032.53506
807	11024.38942
808	11017.75554
809	11015.39604
810	11008.75142
811	11002.61414
812	10995.70672
813	10983.13966
814	10971.9818
815	10971.44168
816	10967.15414
817	10966.35822
818	10956.063
819	10954.63306
820	10946.13765
821	10938.30676
822	10931.55896
823	10921.32725
824	10912.32145
825	10901.92523
826	10892.18486
827	10888.73932
828	10877.15191
829	10872.12219
830	10860.6032
831	10860.02715
832	10855.92877
833	10853.76995
834	10840.86623
835	10830.08388
836	10818.90677
837	10816.59835
838	10814.96924
839	10810.63299
840	10808.48214
841	10804.70382
842	10799.72777
843	10789.38157
844	10774.37225
845	10767.02811
846	10764.15614
847	10759.97559
848	10757.31373
849	10751.63424
850	10737.90243
851	10728.68095
852	10715.82581
853	10707.32066
854	10698.92698
855	10689.78598
856	10672.64276
857	10666.84504
858	10655.96458
859	10654.45818
860	10644.49587
861	10638.59693
862	10635.8014
863	10635.20285
864	10631.59284
865	10628.1511
866	10620.17265
867	10607.7512
868	10602.5417
869	10599.02542
870	10590.20597
871	10581.14904
872	10576.04
873	10563.96613
874	10558.63696
875	10555.05072
876	10541.43812
877	10537.0699
878	10532.64347
879	10529.14896
880	10519.59939
881	10506.27317
882	10503.84672
883	10496.45122
884	10495.36531
885	10490.53354
886	10487.55168
887	10484.42587
888	10480.02212
889	10478.92184
890	10473.01522
891	10470.38487
892	10465.13366
893	10464.06418
894	10455.91499
895	10448.89064
896	10447.53758
897	10442.62774
898	10435.13731
899	10425.90902
900	10417.45268
901	10412.1299
902	10406.60538
903	10400.64217
904	10393.30184
905	10392.91339
906	10379.0839
907	10374.59084
908	10364.81799
909	10363.68592
910	10353.41817
911	10339.33693
912	10334.66767
913	10331.88993
914	10323.01137
915	10322.50915
916	10315.70374
917	10313.49112
918	10303.82362
919	10298.56873
920	10297.72798
921	10290.70656
922	10285.34632
923	10280.52823
924	10277.87919
925	10270.53665
926	10261.17259
927	10251.30775
928	10248.10815
929	10237.74666
930	10235.08482
931	10227.59679
932	10223.65584
933	10215.78937
934	10213.8201
935	10211.97197
936	10210.20723
937	10206.15978
938	10197.57953
939	10189.03236
940	10181.28167
941	10167.69193
942	10164.82432
943	10161.99633
944	10150.70645
945	10143.09638
946	10138.01747
947	10135.71592
948	10128.35178
949	10119.19769
950	10114.90835
951	10110.3907
952	10098.06574
953	10097.57176
954	10091.37869
955	10084.62875
956	10077.91598
957	10075.36906
958	10074.92567
959	10065.82678
960	10065.47328
961	10064.84681
962	10062.9923
963	10059.82267
964	10057.03705
965	10049.70684
966	10040.35841
967	10039.75107
968	10034.04869
969	10031.01382
970	10014.34932
971	10011.84967
972	10010.74827
973	9995.719865
974	9989.644101
975	9988.306487
976	9978.490715
977	9975.407203
978	9974.883442
979	9958.471433
980	9955.420734
981	9947.789855
982	9946.009224
983	9944.910337
984	9934.871853
985	9923.559117
986	9922.902219
987	9922.160808
988	9915.642829
989	9906.833936
990	9892.344549
991	9882.550732
992	9879.434299
993	9871.71781
994	9871.132631
995	9867.795723
996	9867.0683
997	9862.566288
998	9862.18371
999	9851.982681
