iter	Passed	Remaining
547	43929	36233
548	44013	36156
549	44089	36072
550	44177	35999
551	44266	35926
552	44365	35861
553	44449	35784
554	44531	35705
555	44604	35619
556	44682	35537
557	44753	35450
558	44830	35367
559	44917	35292
560	45002	35215
561	45083	35136
562	45167	35059
563	45250	34981
564	45326	34897
565	45422	34828
566	45500	34747
567	45584	34669
568	45660	34586
569	45750	34513
570	45839	34439
571	45917	34357
572	45997	34277
573	46075	34195
574	46148	34109
575	46228	34029
576	46328	33963
577	46424	33894
578	46505	33815
579	46592	33739
580	46671	33657
581	46751	33577
582	46819	33488
583	46905	33412
584	46980	33327
585	47060	33247
586	47137	33164
587	47220	33086
588	47295	33002
589	47383	32927
590	47463	32846
591	47542	32765
592	47632	32692
593	47713	32612
594	47790	32529
595	47877	32453
596	47956	32372
597	48050	32301
598	48134	32223
599	48215	32143
600	48287	32057
601	48372	31980
602	48456	31902
603	48534	31820
604	48611	31737
605	48703	31665
606	48771	31576
607	48858	31500
608	48932	31416
609	49009	31333
610	49087	31251
611	49168	31172
612	49260	31099
613	49336	31016
614	49425	30941
615	49495	30854
616	49564	30766
617	49647	30688
618	49721	30603
619	49801	30523
620	49879	30441
621	49962	30363
622	50030	30275
623	50113	30196
624	50200	30120
625	50279	30039
626	50368	29964
627	50449	29883
628	50534	29806
629	50626	29733
630	50705	29652
631	50789	29573
632	50876	29497
633	50955	29416
634	51034	29334
635	51113	29253
636	51191	29171
637	51267	29088
638	51338	29003
639	51423	28925
640	51496	28841
641	51588	28767
642	51663	28684
643	51744	28604
644	51823	28522
645	51900	28440
646	51991	28366
647	52063	28281
648	52142	28200
649	52219	28118
650	52309	28043
651	52391	27963
652	52469	27882
653	52549	27801
654	52623	27717
655	52703	27637
656	52786	27558
657	52867	27478
658	52957	27402
659	53034	27320
660	53122	27244
661	53208	27166
662	53289	27086
663	53384	27013
664	53469	26935
665	53549	26855
666	53627	26773
667	53709	26693
668	53786	26611
669	53864	26530
670	53935	26445
671	54009	26361
672	54091	26282
673	54170	26201
674	54251	26121
675	54338	26043
676	54428	25968
677	54520	25893
678	54591	25808
679	54671	25727
680	54753	25648
681	54826	25564
682	54904	25482
683	54977	25398
684	55073	25325
685	55163	25249
686	55237	25166
687	55321	25087
688	55397	25005
689	55477	24924
690	55560	24845
691	55636	24763
692	55716	24682
693	55790	24599
694	55867	24517
695	55944	24435
696	56012	24349
697	56109	24276
698	56205	24202
699	56280	24120
700	56358	24038
701	56464	23969
702	56548	23890
703	56622	23807
704	56706	23728
705	56790	23649
706	56877	23571
707	56962	23492
708	57042	23412
709	57124	23332
710	57208	23253
711	57303	23179
712	57378	23096
713	57448	23011
714	57531	22932
715	57621	22855
716	57701	22774
717	57775	22691
718	57861	22613
719	57946	22534
720	58030	22455
721	58111	22375
722	58190	22294
723	58271	22214
724	58349	22132
725	58431	22052
726	58510	21971
727	58582	21888
728	58663	21807
729	58741	21726
730	58835	21650
731	58917	21570
732	58996	21489
733	59076	21409
734	59176	21335
735	59264	21257
736	59344	21177
737	59434	21100
738	59523	21022
739	59606	20942
740	59694	20865
741	59770	20782
742	59853	20702
743	59937	20623
744	60032	20547
745	60118	20469
746	60201	20389
747	60271	20305
748	60341	20221
749	60425	20141
750	60517	20065
751	60603	19986
752	60683	19905
753	60764	19825
754	60848	19745
755	60934	19666
756	61023	19588
757	61106	19508
758	61182	19426
759	61261	19345
760	61335	19263
761	61411	19181
762	61480	19096
763	61559	19015
764	61639	18935
765	61714	18852
766	61797	18772
767	61877	18692
768	61957	18611
769	62043	18532
770	62129	18453
771	62210	18373
772	62291	18292
773	62374	18212
774	62453	18131
775	62535	18051
776	62625	17973
777	62704	17892
778	62789	17813
779	62879	17735
780	62965	17656
781	63052	17577
782	63138	17498
783	63223	17418
784	63305	17338
785	63384	17257
786	63465	17176
787	63545	17095
788	63627	17015
789	63710	16935
790	63799	16857
791	63884	16777
792	63972	16698
793	64059	16620
794	64145	16540
795	64224	16459
796	64312	16380
797	64392	16299
798	64476	16219
799	64549	16137
800	64633	16057
801	64718	15977
802	64803	15898
803	64878	15816
804	64946	15732
805	65044	15655
806	65124	15575
807	65206	15494
808	65295	15415
809	65373	15334
810	65453	15253
811	65531	15172
812	65606	15090
813	65687	15009
814	65768	14928
815	65846	14847
816	65925	14766
817	66010	14686
818	66093	14606
819	66185	14528
820	66264	14447
821	66395	14377
822	66467	14295
823	66542	14213
824	66623	14132
825	66700	14050
826	66784	13970
827	66861	13889
828	66932	13806
829	67028	13728
830	67124	13650
831	67204	13570
832	67286	13489
833	67367	13408
834	67449	13328
835	67538	13249
836	67619	13168
837	67683	13084
838	67773	13005
839	67853	12924
840	67935	12843
841	68015	12762
842	68084	12679
843	68186	12603
844	68259	12520
845	68313	12435
846	68403	12356
847	68482	12275
848	68564	12194
849	68635	12112
850	68700	12028
851	68773	11946
852	68886	11871
853	68967	11790
854	69053	11710
855	69129	11629
856	69197	11546
857	69282	11466
858	69358	11384
859	69438	11303
860	69520	11223
861	69589	11140
862	69675	11060
863	69746	10978
864	69823	10897
865	69900	10816
866	69979	10734
867	70063	10654
868	70143	10573
869	70223	10493
870	70304	10412
871	70386	10331
872	70461	10250
873	70546	10170
874	70625	10089
875	70698	10007
876	70800	9929
877	70916	9854
878	70994	9772
879	71089	9694
880	71196	9616
881	71308	9540
882	71401	9460
883	71507	9383
884	71585	9302
885	71684	9223
886	71768	9142
887	71860	9063
888	71946	8983
889	72025	8902
890	72114	8822
891	72192	8740
892	72290	8661
893	72376	8581
894	72460	8500
895	72535	8419
896	72609	8337
897	72687	8256
898	72771	8175
899	72838	8093
900	72913	8011
901	72995	7930
902	73090	7851
903	73168	7770
904	73248	7689
905	73336	7608
906	73413	7527
907	73499	7447
908	73584	7366
909	73670	7286
910	73760	7205
911	73833	7124
912	73912	7043
913	73990	6961
914	74082	6881
915	74171	6801
916	74251	6720
917	74323	6638
918	74394	6557
919	74478	6476
920	74566	6396
921	74650	6315
922	74738	6234
923	74817	6153
924	74907	6073
925	74992	5992
926	75078	5912
927	75155	5831
928	75235	5749
929	75312	5668
930	75401	5588
931	75493	5508
932	75574	5427
933	75653	5345
934	75725	5264
935	75806	5183
936	75882	5101
937	75970	5021
938	76039	4939
939	76118	4858
940	76198	4777
941	76281	4696
942	76357	4615
943	76448	4535
944	76535	4454
945	76611	4373
946	76692	4292
947	76766	4210
948	76840	4129
949	76925	4048
950	77006	3967
951	77083	3886
952	77165	3805
953	77250	3724
954	77348	3644
955	77431	3563
956	77508	3482
957	77589	3401
958	77663	3320
959	77745	3239
960	77827	3158
961	77906	3077
962	77987	2996
963	78067	2915
964	78152	2834
965	78242	2753
966	78323	2672
967	78402	2591
968	78494	2511
969	78584	2430
970	78656	2349
971	78747	2268
972	78829	2187
973	78924	2106
974	79004	2025
975	79081	1944
976	79182	1864
977	79249	1782
978	79335	1701
979	79423	1620
980	79501	1539
981	79601	1459
982	79681	1378
983	79745	1296
984	79839	1215
985	79922	1134
986	79999	1053
987	80077	972
988	80154	891
989	80238	810
990	80338	729
991	80419	648
992	80474	567
993	80550	486
994	80650	405
995	80734	324
996	80823	243
997	80899	162
998	80988	81
999	81066	0
