iter	RMSE
339	17372.587
340	17333.94377
341	17283.16317
342	17272.38494
343	17253.65348
344	17226.37886
345	17221.54774
346	17218.01008
347	17193.27497
348	17180.63081
349	17165.06558
350	17143.52929
351	17126.14441
352	17107.58379
353	17086.98078
354	17052.56089
355	17032.04977
356	17010.90153
357	16977.63163
358	16965.18625
359	16931.46452
360	16921.85337
361	16907.9392
362	16898.46852
363	16884.07762
364	16858.32472
365	16826.20249
366	16790.92299
367	16779.97776
368	16754.32025
369	16742.74056
370	16718.86621
371	16688.20141
372	16659.0431
373	16645.50055
374	16618.0915
375	16597.85401
376	16591.93102
377	16564.38573
378	16543.49777
379	16518.44062
380	16507.41634
381	16482.02175
382	16456.95938
383	16435.2787
384	16408.70779
385	16402.74613
386	16374.25118
387	16350.37272
388	16327.21829
389	16322.2936
390	16296.59239
391	16275.81714
392	16259.44419
393	16255.49447
394	16239.886
395	16225.69132
396	16218.94615
397	16206.63611
398	16202.05131
399	16195.74788
400	16166.10629
401	16152.1012
402	16129.03458
403	16123.05592
404	16108.45813
405	16083.72889
406	16055.21609
407	16021.97428
408	16005.59063
409	15983.90522
410	15969.76706
411	15965.06714
412	15947.10107
413	15933.60292
414	15907.83237
415	15904.17463
416	15891.72747
417	15881.65192
418	15868.21623
419	15844.86157
420	15822.50476
421	15808.14146
422	15787.12023
423	15768.65831
424	15746.81445
425	15739.39661
426	15729.86975
427	15719.46579
428	15707.47062
429	15693.18892
430	15684.49844
431	15676.61659
432	15671.95911
433	15664.997
434	15643.47991
435	15631.38841
436	15599.5069
437	15564.37821
438	15537.52568
439	15523.58968
440	15501.78248
441	15470.61813
442	15460.88653
443	15435.00273
444	15416.96172
445	15410.62001
446	15389.53807
447	15364.23284
448	15357.5674
449	15349.5607
450	15347.07331
451	15332.30731
452	15315.03286
453	15306.86277
454	15283.30105
455	15270.4857
456	15250.33652
457	15237.86013
458	15220.16037
459	15202.8194
460	15179.89656
461	15168.95512
462	15154.97315
463	15151.73006
464	15129.98474
465	15120.43116
466	15103.95573
467	15084.8404
468	15074.83291
469	15054.28113
470	15046.08021
471	15039.80833
472	15029.57025
473	15021.07369
474	14999.81318
475	14985.31204
476	14969.70333
477	14956.18209
478	14942.07112
479	14933.63532
480	14920.86961
481	14907.32615
482	14903.53765
483	14900.48903
484	14890.82278
485	14887.80232
486	14878.1639
487	14863.50064
488	14846.3579
489	14837.66577
490	14816.92724
491	14802.92092
492	14781.43136
493	14762.86769
494	14750.07376
495	14744.71269
496	14711.13993
497	14697.84327
498	14681.5635
499	14671.94927
500	14668.66664
501	14648.95629
502	14631.43337
503	14625.95971
504	14609.41231
505	14606.42024
506	14584.35008
507	14569.74799
508	14556.01884
509	14533.10791
510	14514.16885
511	14500.70567
512	14482.17367
513	14468.33527
514	14458.49319
515	14448.12329
516	14441.47929
517	14434.64593
518	14428.40256
519	14405.7749
520	14381.94161
521	14368.77257
522	14341.67603
523	14331.72796
524	14317.50167
525	14294.71838
526	14289.72368
527	14283.44602
528	14268.01467
529	14252.07659
530	14235.99567
531	14209.60935
532	14195.21027
533	14177.81024
534	14168.73124
535	14153.43733
536	14142.53146
537	14119.34105
538	14109.60433
539	14092.91328
540	14090.32223
541	14074.74901
542	14070.43738
543	14063.97995
544	14043.66464
545	14041.53382
546	14035.51391
547	14019.44667
548	14011.22654
549	14006.7753
550	14003.60843
551	13998.52079
552	13995.40116
553	13975.01912
554	13967.66364
555	13964.44623
556	13956.27231
557	13947.67998
558	13934.05263
559	13923.51988
560	13898.64551
561	13888.26336
562	13879.00916
563	13865.09064
564	13861.92343
565	13851.99023
566	13834.18993
567	13829.20419
568	13819.31304
569	13815.90462
570	13796.58655
571	13788.49647
572	13779.09703
573	13768.10963
574	13758.27001
575	13740.62408
576	13734.66262
577	13731.25444
578	13720.62367
579	13719.54412
580	13699.77507
581	13675.51853
582	13673.77956
583	13657.43853
584	13645.72989
585	13636.72104
586	13621.72631
587	13597.69996
588	13591.94734
589	13577.17009
590	13568.98617
591	13553.72362
592	13549.9262
593	13540.84272
594	13526.6399
595	13511.42555
596	13498.84503
597	13493.06108
598	13491.34782
599	13474.61448
600	13465.64172
601	13447.2971
602	13434.0767
603	13421.15841
604	13415.01031
605	13410.28288
606	13393.63
607	13391.73704
608	13372.97944
609	13364.40545
610	13356.11563
611	13346.40723
612	13343.03799
613	13337.54131
614	13329.38217
615	13319.56461
616	13307.52548
617	13294.73968
618	13279.25419
619	13264.5673
620	13251.47989
621	13235.00698
622	13219.49292
623	13209.82756
624	13204.16489
625	13193.51618
626	13186.43017
627	13164.23774
628	13158.64576
629	13154.34454
630	13139.49647
631	13130.42997
632	13115.1276
633	13101.25567
634	13090.63527
635	13086.1687
636	13081.26036
637	13077.34058
638	13054.90434
639	13044.39201
640	13040.25572
641	13025.42742
642	13020.19515
643	13008.46776
644	13007.2661
645	13007.08353
646	13003.49111
647	12991.82384
648	12987.6565
649	12977.51201
650	12960.22784
651	12958.44933
652	12955.0455
653	12952.38487
654	12934.53567
655	12931.17758
656	12920.25103
657	12917.83936
658	12907.89006
659	12894.59211
660	12873.6648
661	12861.03074
662	12860.35482
663	12836.40585
664	12829.83134
665	12809.77695
666	12804.33941
667	12800.47231
668	12788.62806
669	12772.36214
670	12752.442
671	12732.22554
672	12730.94326
673	12722.18485
674	12706.11365
675	12704.02951
676	12700.79577
677	12688.40142
678	12681.75869
679	12667.01396
680	12651.03173
681	12635.19639
682	12627.2176
683	12624.97994
684	12613.63225
685	12604.67632
686	12595.21555
687	12591.74058
688	12582.97141
689	12572.82517
690	12560.88088
691	12559.12774
692	12531.12512
693	12517.12507
694	12509.22979
695	12505.74409
696	12490.35094
697	12487.15988
698	12477.71337
699	12467.88522
700	12451.37889
701	12437.98461
702	12423.00972
703	12419.82878
704	12404.00519
705	12401.75257
706	12399.62309
707	12393.63507
708	12390.88374
709	12387.70024
710	12380.51029
711	12375.05488
712	12367.59796
713	12350.00735
714	12330.81124
715	12329.82118
716	12318.25188
717	12303.28597
718	12300.22393
719	12290.0458
720	12286.18588
721	12276.38307
722	12271.75931
723	12260.50759
724	12257.21619
725	12242.2398
726	12222.01768
727	12211.82376
728	12199.65838
729	12175.57798
730	12173.30959
731	12168.94909
732	12149.02423
733	12137.91279
734	12123.70908
735	12111.39973
736	12097.10988
737	12094.821
738	12083.7878
739	12082.45207
740	12072.90563
741	12065.63253
742	12055.11608
743	12052.2279
744	12051.51833
745	12043.71096
746	12032.18091
747	12028.99206
748	12014.88275
749	12003.82882
750	11992.78791
751	11985.02366
752	11975.56938
753	11972.11209
754	11959.10465
755	11957.95511
756	11956.38886
757	11943.519
758	11921.85102
759	11897.25723
760	11881.59763
761	11862.82247
762	11851.63776
763	11838.88192
764	11836.68715
765	11812.65581
766	11800.63947
767	11778.82418
768	11777.77703
769	11777.01127
770	11757.66941
771	11749.86452
772	11729.52531
773	11721.86926
774	11707.097
775	11695.57096
776	11688.00904
777	11675.01973
778	11652.35694
779	11637.62605
780	11636.71546
781	11621.68544
782	11606.74458
783	11592.38856
784	11584.45534
785	11571.24214
786	11551.92531
787	11543.32077
788	11524.65744
789	11517.42031
790	11515.77016
791	11513.55553
792	11505.55669
793	11491.14122
794	11472.67801
795	11464.26873
796	11440.70848
797	11433.15447
798	11418.87387
799	11411.23789
800	11410.62909
801	11399.71805
802	11394.18153
803	11391.14834
804	11373.66735
805	11365.72119
806	11359.74894
807	11351.67548
808	11339.39593
809	11337.8187
810	11327.87835
811	11314.13456
812	11300.8318
813	11291.6919
814	11274.37757
815	11263.27821
816	11257.52026
817	11247.90153
818	11237.94302
819	11236.71388
820	11231.19238
821	11222.07535
822	11214.08624
823	11198.535
824	11188.29382
825	11179.0862
826	11176.91463
827	11171.24332
828	11163.60011
829	11156.56608
830	11151.38073
831	11140.88886
832	11137.5526
833	11124.90227
834	11123.82877
835	11122.48071
836	11122.21589
837	11108.12805
838	11101.06284
839	11098.55956
840	11097.33951
841	11095.2109
842	11083.82058
843	11080.19023
844	11071.42605
845	11066.55961
846	11052.47122
847	11047.08426
848	11035.75859
849	11021.00116
850	11014.16765
851	11001.61345
852	10989.24887
853	10987.53826
854	10985.85314
855	10974.94726
856	10972.06624
857	10966.18516
858	10955.33382
859	10940.85682
860	10940.12693
861	10931.24434
862	10930.01272
863	10919.18627
864	10913.02078
865	10905.55207
866	10902.36141
867	10899.40513
868	10893.19394
869	10877.37393
870	10875.7522
871	10859.60905
872	10858.68051
873	10848.18881
874	10842.67011
875	10827.83843
876	10816.6341
877	10807.61246
878	10801.34292
879	10787.64437
880	10785.39023
881	10774.80235
882	10761.91039
883	10756.43431
884	10739.943
885	10728.40959
886	10720.08171
887	10710.56817
888	10699.86408
889	10697.1157
890	10689.50441
891	10682.22332
892	10679.1775
893	10678.34433
894	10676.02426
895	10669.54106
896	10658.91744
897	10652.69162
898	10646.26356
899	10636.1065
900	10625.06643
901	10617.99289
902	10611.7489
903	10598.84888
904	10588.23273
905	10586.06004
906	10572.29516
907	10562.41781
908	10558.12476
909	10544.42144
910	10532.80624
911	10529.94646
912	10522.61661
913	10508.55198
914	10501.38324
915	10495.34694
916	10484.03459
917	10472.47107
918	10461.91319
919	10448.8949
920	10440.4016
921	10432.69842
922	10425.04046
923	10420.59675
924	10405.00252
925	10398.45101
926	10390.59663
927	10375.77985
928	10366.68243
929	10355.56128
930	10344.37672
931	10342.45718
932	10334.65464
933	10334.01677
934	10321.34117
935	10310.76498
936	10298.93605
937	10288.39758
938	10282.31905
939	10271.24038
940	10262.37039
941	10253.22479
942	10246.97884
943	10246.23411
944	10241.1871
945	10238.5777
946	10236.92684
947	10235.92769
948	10230.3298
949	10223.8977
950	10220.39754
951	10206.32641
952	10201.89842
953	10196.39623
954	10189.577
955	10188.33259
956	10179.27408
957	10178.31274
958	10171.38121
959	10161.63376
960	10154.48265
961	10145.58726
962	10132.79498
963	10124.43468
964	10118.68569
965	10108.87081
966	10108.05313
967	10107.19401
968	10098.75883
969	10095.09491
970	10084.14845
971	10077.33113
972	10074.3393
973	10068.36739
974	10063.0874
975	10053.56564
976	10050.70371
977	10040.39605
978	10032.28182
979	10022.63549
980	10021.03749
981	10020.12506
982	10012.49337
983	10001.89972
984	9993.465344
985	9986.386208
986	9976.162484
987	9971.713104
988	9962.72717
989	9957.777029
990	9955.73518
991	9955.080443
992	9953.179221
993	9946.175358
994	9937.861145
995	9932.98857
996	9929.345972
997	9923.169083
998	9922.611497
999	9915.367987
